hour,Z00,Z01,Z02,Z03,Z04
4729,447.84,739.76,625.5,978.69,502.38
4730,441.39,726.3,613.38,948.44,483.87
4731,430.52,717.72,596.74,937.3,481.13
4732,437.15,725.69,614.19,940.89,479.19
4733,449.06,746.69,663.27,995.75,513.1
4734,488.29,814.84,729.72,1085.74,569.08
4735,539.02,899.92,793.38,1184.09,618.35
4736,571.39,939.98,813.43,1225.09,644.79
4737,576.51,950.94,825.93,1264.46,651.18
4738,579.1,959.11,822.3,1291.12,654.03
4739,594.19,960.12,842.14,1290.39,663.46
4740,593.81,937.72,823.86,1275.34,654.17
4741,586.56,926.91,810.32,1221.41,643.34
4742,593.39,920.46,816.72,1235.49,647.63
4743,603.15,916.28,813.38,1238.25,656.59
4744,631.9,942.21,829.15,1271.33,659.27
4745,670.02,984.26,887.05,1330.8,684.19
4746,690.33,1023.55,895.97,1356.08,696.11
4747,684.96,1016.85,882.77,1373.2,694.07
4748,656.21,976.47,868.75,1338.96,660.47
4749,605.23,913.06,822.76,1269.74,628.14
4750,552.9,835.67,744.3,1190.98,583.48
4751,514.56,765.77,675.64,1110.31,533.09
4752,476.42,723.0,624.99,1048.84,508.44
4753,460.72,697.24,600.23,997.04,487.98
4754,451.8,680.48,580.78,980.33,476.12
4755,446.15,666.49,570.5,966.63,466.55
4756,456.29,683.12,570.29,971.26,466.78
4757,484.12,719.36,609.24,1015.81,486.51
4758,541.42,799.88,646.32,1097.08,536.72
4759,588.12,895.59,691.93,1163.75,575.54
4760,611.44,940.8,728.6,1233.03,596.84
4761,622.38,943.88,732.61,1284.82,619.44
4762,643.88,941.97,754.99,1314.43,627.08
4763,657.52,956.92,764.03,1339.18,625.56
4764,649.78,937.55,776.18,1338.66,639.71
4765,640.87,923.73,771.57,1316.47,640.98
4766,635.43,926.96,775.74,1307.22,637.5
4767,642.06,930.86,783.53,1281.79,647.78
4768,662.66,948.43,812.48,1315.33,671.26
4769,713.35,993.49,833.77,1360.63,699.96
4770,722.01,1025.45,849.3,1398.85,724.94
4771,724.83,1011.51,853.41,1367.19,710.17
4772,696.61,975.5,831.12,1317.53,674.06
4773,646.31,907.15,781.32,1253.2,635.41
4774,594.86,835.62,712.36,1167.83,593.74
4775,541.4,778.53,650.83,1054.16,541.58
4776,510.68,742.23,622.69,998.41,518.22
4777,491.78,706.47,597.66,951.86,487.58
4778,470.17,686.93,574.96,914.98,476.75
4779,471.66,680.32,579.69,892.62,466.0
4780,475.62,691.47,575.67,897.14,485.42
4781,509.7,716.55,601.94,951.38,507.33
4782,562.85,781.4,645.52,1051.41,555.5
4783,622.26,865.28,709.98,1151.25,614.41
4784,651.29,891.28,762.9,1197.92,647.2
4785,671.34,928.7,778.7,1225.7,661.88
4786,676.62,945.74,783.71,1218.12,673.79
4787,674.95,954.32,788.96,1222.27,685.75
4788,678.97,948.67,789.08,1229.99,699.95
4789,676.54,940.99,788.34,1225.88,692.18
4790,691.27,950.09,796.98,1210.63,689.87
4791,679.76,964.22,807.82,1225.6,696.64
4792,696.22,1007.15,846.51,1255.51,708.51
4793,736.31,1058.67,867.59,1325.16,736.89
4794,749.69,1086.53,896.31,1356.25,759.05
4795,740.01,1083.14,892.29,1342.02,755.04
4796,724.46,1043.84,852.4,1321.74,713.77
4797,687.68,974.7,816.27,1230.73,663.57
4798,625.91,888.17,752.94,1152.65,619.65
4799,581.13,805.22,679.21,1048.01,567.33
4800,553.37,763.65,640.02,988.61,535.71
4801,529.03,718.28,616.99,934.39,514.59
4802,515.64,714.61,613.36,929.22,499.88
4803,508.21,710.6,606.27,920.95,497.94
4804,507.99,703.86,620.17,939.38,503.96
4805,529.87,731.05,654.52,965.25,528.01
4806,586.11,805.02,718.06,1049.09,579.99
4807,638.47,865.06,764.48,1130.62,631.22
4808,677.1,900.29,803.95,1189.61,641.54
4809,685.43,929.25,809.27,1195.99,660.27
4810,671.02,945.95,824.81,1225.76,669.18
4811,673.55,942.6,838.64,1230.38,668.27
4812,674.59,951.82,839.54,1223.16,660.33
4813,669.9,954.11,846.97,1231.82,657.74
4814,669.15,945.56,847.83,1241.77,658.01
4815,667.92,961.94,868.32,1265.68,670.54
4816,698.42,981.99,884.12,1304.76,694.54
4817,723.91,1011.46,922.77,1363.39,721.78
4818,754.82,1063.6,982.77,1416.15,747.73
4819,744.38,1068.92,981.22,1386.02,745.98
4820,700.86,1010.44,921.12,1333.01,709.5
4821,666.7,916.18,868.48,1245.44,672.58
4822,595.86,856.94,797.14,1158.86,631.88
4823,540.02,779.54,735.54,1046.78,571.5
4824,476.1,687.08,633.62,924.08,498.22
4825,450.99,643.53,606.55,903.53,468.35
4826,443.6,631.93,592.29,882.11,453.7
4827,437.19,632.69,584.07,849.52,455.42
4828,440.58,642.53,583.7,865.23,466.94
4829,476.05,683.2,612.78,927.65,486.61
4830,521.74,754.25,684.91,1030.2,536.27
4831,567.61,832.1,757.89,1138.57,583.83
4832,583.22,860.45,780.98,1163.19,594.91
4833,589.49,871.23,794.37,1206.05,599.66
4834,600.22,858.9,814.23,1220.38,599.36
4835,610.18,863.36,829.17,1232.86,610.71
4836,610.0,861.17,821.1,1222.78,612.33
4837,598.87,841.91,820.32,1207.09,603.5
4838,603.93,854.32,816.96,1208.8,601.79
4839,597.15,860.79,822.11,1200.4,606.5
4840,612.29,919.6,835.9,1264.67,627.18
4841,639.52,968.91,879.62,1324.9,650.06
4842,656.17,992.92,913.81,1368.07,669.85
4843,652.76,983.94,913.28,1323.7,655.07
4844,620.08,949.14,875.89,1241.42,638.8
4845,575.82,899.49,816.23,1180.59,603.81
4846,544.3,843.18,743.16,1075.11,557.11
4847,503.47,766.52,673.22,991.2,519.14
4848,481.72,729.5,637.14,933.63,488.25
4849,458.37,692.03,601.69,895.36,462.75
4850,451.63,680.31,588.07,887.54,447.45
4851,449.43,668.77,568.8,874.22,437.91
4852,461.34,675.81,575.71,901.13,436.12
4853,498.04,712.63,605.34,945.15,455.48
4854,544.76,776.34,661.79,1051.8,499.87
4855,594.37,845.43,718.07,1140.06,530.9
4856,617.04,883.17,740.86,1185.93,553.81
4857,602.5,880.15,740.61,1190.83,551.62
4858,597.98,882.68,765.97,1201.74,568.25
4859,604.14,885.89,771.07,1189.95,583.86
4860,608.98,896.63,777.44,1183.74,582.97
4861,598.92,888.98,787.53,1160.56,585.72
4862,607.33,888.21,784.54,1160.27,585.92
4863,622.38,888.44,799.09,1178.29,599.26
4864,636.51,918.72,841.0,1228.23,614.94
4865,676.93,957.78,887.71,1317.22,648.6
4866,714.29,1003.33,913.75,1350.1,669.29
4867,710.14,990.67,894.8,1332.92,680.67
4868,669.9,946.55,851.62,1279.28,651.78
4869,636.7,892.22,806.92,1184.8,611.52
4870,584.6,826.72,770.72,1107.14,563.98
4871,531.77,742.45,697.1,1001.87,515.39
4872,538.62,754.03,704.03,1016.74,523.6
4873,508.12,716.63,677.76,977.33,496.88
4874,500.44,682.58,654.44,949.17,487.52
4875,497.2,664.15,653.93,944.78,482.55
4876,509.59,682.07,670.51,944.17,494.95
4877,538.32,721.71,699.99,996.44,512.86
4878,584.99,789.91,770.63,1098.7,565.13
4879,635.35,872.49,845.79,1195.48,614.21
4880,666.87,890.04,864.51,1281.67,645.53
4881,675.21,924.62,875.85,1298.24,653.95
4882,702.94,927.66,874.8,1333.29,665.55
4883,705.15,954.57,871.11,1345.16,662.79
4884,698.06,949.85,882.09,1343.15,668.08
4885,698.19,935.03,867.96,1333.93,670.09
4886,701.57,938.78,865.15,1325.41,663.05
4887,705.52,945.17,878.3,1342.28,660.2
4888,721.43,984.9,911.58,1417.42,670.25
4889,756.3,1040.6,951.22,1463.58,695.13
4890,788.03,1072.63,984.18,1530.25,717.78
4891,785.05,1060.53,986.53,1503.37,716.39
4892,745.53,1014.12,938.88,1431.06,691.28
4893,699.01,968.93,883.07,1335.59,643.02
4894,648.49,892.2,810.56,1243.11,589.54
4895,596.64,825.99,745.45,1113.72,553.85
4896,541.04,776.7,702.8,1048.75,518.46
4897,508.25,730.46,675.62,1001.21,490.81
4898,489.95,697.25,657.4,982.57,477.61
4899,481.66,689.96,647.35,962.25,481.31
4900,488.67,703.07,643.72,975.4,472.48
4901,519.46,741.88,662.77,1021.11,493.86
4902,574.69,828.01,745.96,1105.57,559.75
4903,624.92,909.8,821.48,1201.23,619.93
4904,650.11,966.34,837.25,1252.14,640.8
4905,675.68,990.18,869.75,1275.36,644.29
4906,675.89,986.8,863.47,1278.18,657.47
4907,683.5,1007.17,872.54,1285.87,675.22
4908,694.43,992.32,882.55,1291.52,676.96
4909,688.53,979.26,891.96,1280.77,672.87
4910,670.64,962.83,906.74,1268.21,686.51
4911,679.03,981.79,915.47,1292.92,692.42
4912,694.28,1025.41,937.41,1358.73,717.34
4913,724.73,1054.06,973.59,1422.2,744.87
4914,758.87,1078.75,994.44,1460.98,762.88
4915,755.05,1059.55,973.82,1455.45,758.72
4916,718.59,989.96,914.37,1374.98,710.85
4917,678.64,926.12,859.97,1277.5,670.48
4918,627.7,851.83,791.97,1154.47,628.75
4919,574.22,767.22,715.69,1079.31,577.88
4920,542.0,703.27,686.52,1018.88,545.16
4921,515.87,657.97,634.58,970.56,523.27
4922,499.52,645.47,620.14,950.32,510.09
4923,489.34,626.26,610.65,951.2,499.61
4924,495.18,637.11,614.49,970.35,500.37
4925,514.62,675.14,629.0,1013.21,522.31
4926,557.14,751.9,697.21,1108.06,572.82
4927,617.12,821.63,765.94,1229.75,631.96
4928,640.41,860.51,789.11,1267.37,653.52
4929,652.53,896.32,816.7,1310.83,667.3
4930,657.4,899.46,821.04,1309.2,668.05
4931,663.57,909.81,836.41,1318.73,673.48
4932,663.36,925.71,831.67,1339.13,682.69
4933,657.12,904.05,820.1,1321.74,659.84
4934,650.46,912.39,817.62,1325.04,665.86
4935,664.06,892.14,830.74,1341.62,651.58
4936,677.19,901.11,852.0,1378.36,664.82
4937,717.48,926.71,909.0,1436.63,709.48
4938,725.68,961.52,944.68,1456.62,734.3
4939,710.47,957.15,930.79,1439.09,726.59
4940,688.54,891.27,879.58,1382.05,702.18
4941,643.81,860.31,807.08,1321.17,662.67
4942,589.24,818.8,758.51,1234.23,599.3
4943,542.54,763.82,709.78,1144.22,540.65
4944,505.29,719.0,672.92,1077.81,516.76
4945,481.67,689.16,641.45,999.26,495.52
4946,457.07,666.45,617.26,954.34,481.64
4947,449.59,654.12,613.63,955.54,471.74
4948,453.04,657.74,618.68,953.91,472.45
4949,481.54,696.69,656.76,1016.94,497.18
4950,536.79,762.89,716.75,1133.55,547.95
4951,580.38,829.29,807.56,1228.31,592.47
4952,618.05,885.71,843.39,1297.81,617.34
4953,626.48,900.81,855.36,1339.23,633.25
4954,617.45,917.88,870.57,1322.66,645.26
4955,606.34,932.28,872.26,1336.91,663.82
4956,620.94,927.79,860.87,1337.05,657.0
4957,616.02,915.01,851.35,1327.04,647.69
4958,612.65,929.1,846.4,1327.82,638.56
4959,614.58,932.55,867.12,1345.4,636.91
4960,625.6,968.16,904.24,1369.4,651.35
4961,668.87,1008.47,959.73,1430.75,688.42
4962,693.97,1040.35,998.2,1491.56,726.78
4963,705.44,1051.05,1010.02,1513.3,726.31
4964,674.06,984.14,977.52,1475.22,703.33
4965,613.77,914.32,920.12,1380.66,655.66
4966,573.83,838.08,856.83,1268.6,599.44
4967,524.24,772.76,786.58,1161.88,546.46
4968,493.94,722.8,748.09,1108.53,518.11
4969,480.22,689.59,697.87,1035.55,497.23
4970,466.97,678.51,672.87,1011.84,483.34
4971,468.04,686.45,679.6,1000.7,481.53
4972,474.51,703.47,683.7,996.26,482.14
4973,495.2,727.53,711.57,1023.77,504.62
4974,548.62,817.04,777.6,1113.23,561.52
4975,594.49,890.38,844.65,1236.35,602.29
4976,629.14,915.81,883.21,1285.63,628.73
4977,649.23,936.33,901.32,1280.89,645.81
4978,655.8,933.82,892.81,1272.18,648.43
4979,666.67,938.47,908.97,1267.03,654.54
4980,670.59,928.37,921.83,1282.09,663.68
4981,661.28,914.65,925.1,1251.66,654.31
4982,667.69,887.39,931.04,1237.25,671.86
4983,671.48,912.94,948.11,1270.88,673.81
4984,695.06,941.47,971.97,1274.9,686.74
4985,718.43,997.23,1010.09,1315.98,715.22
4986,744.38,1038.73,1041.88,1387.59,730.96
4987,740.96,1029.17,1015.38,1386.21,739.06
4988,701.44,1001.36,961.63,1324.14,719.6
4989,653.23,952.24,894.02,1242.25,661.41
4990,598.52,873.58,824.77,1131.82,621.97
4991,552.97,807.19,753.07,1038.18,564.15
4992,480.55,703.46,666.78,896.21,506.61
4993,459.57,664.58,637.4,860.62,474.4
4994,455.88,650.57,612.36,823.26,454.23
4995,451.31,642.06,599.17,819.72,447.41
4996,448.16,649.14,593.28,824.68,462.23
4997,472.38,666.11,630.88,846.13,484.13
4998,525.95,725.4,699.47,935.68,519.14
4999,571.36,793.09,769.18,1010.37,565.71
5000,602.61,833.99,797.2,1053.96,589.92
5001,618.35,857.84,802.29,1073.83,604.68
5002,626.53,860.36,804.47,1085.24,617.38
5003,629.65,874.01,818.26,1108.11,634.95
5004,624.99,860.69,823.18,1081.45,639.18
5005,616.46,857.74,824.37,1049.98,621.86
5006,616.38,877.76,818.48,1072.02,620.77
5007,625.67,883.2,831.54,1093.54,631.11
5008,646.17,896.97,873.14,1125.9,654.04
5009,673.12,951.06,890.29,1192.08,669.05
5010,696.96,983.02,916.04,1243.39,689.1
5011,693.38,974.2,906.29,1243.05,687.81
5012,649.85,937.6,872.13,1167.81,661.91
5013,602.81,873.83,809.67,1089.0,614.61
5014,550.8,812.54,754.39,1019.79,564.91
5015,503.55,737.11,677.76,931.75,524.69
5016,473.6,687.81,641.56,866.38,498.62
5017,449.52,656.6,609.97,830.18,487.95
5018,433.8,643.11,586.11,795.94,476.97
5019,432.33,636.12,579.65,805.49,469.94
5020,440.07,649.47,595.06,823.03,485.31
5021,454.37,682.63,622.81,856.81,506.6
5022,500.82,744.47,676.29,946.96,557.79
5023,539.7,816.48,738.94,1045.78,613.09
5024,575.53,833.89,764.14,1103.68,650.78
5025,584.47,850.87,775.13,1133.67,662.35
5026,588.18,869.64,796.17,1145.91,669.87
5027,595.46,883.84,808.51,1178.82,676.78
5028,594.87,895.5,817.06,1181.82,676.58
5029,589.62,883.28,786.88,1169.61,669.12
5030,601.73,879.88,776.22,1187.32,657.05
5031,609.5,882.66,775.0,1204.06,657.48
5032,633.56,902.28,792.59,1221.24,666.78
5033,671.91,946.74,822.1,1284.3,699.18
5034,687.34,991.99,853.1,1356.37,721.05
5035,694.93,982.24,856.63,1355.87,714.77
5036,669.24,956.52,833.88,1299.27,698.46
5037,632.63,899.22,779.02,1206.93,640.44
5038,576.55,808.17,718.42,1100.13,590.21
5039,532.26,745.65,672.2,1009.69,537.27
5040,541.23,750.54,669.97,1026.49,553.48
5041,510.65,714.42,642.84,981.07,515.87
5042,509.94,689.7,629.53,946.26,515.29
5043,505.08,676.22,626.07,926.43,512.25
5044,508.95,702.68,636.94,947.45,516.64
5045,535.5,748.18,670.0,1016.12,542.66
5046,593.58,818.41,745.71,1130.83,597.87
5047,653.84,883.88,809.21,1241.11,642.27
5048,683.16,916.01,844.74,1302.02,656.45
5049,703.76,927.02,842.58,1315.43,661.35
5050,719.28,943.19,862.04,1319.78,666.56
5051,713.21,965.13,870.51,1331.06,679.08
5052,706.72,946.55,850.75,1335.01,677.54
5053,690.27,942.6,854.89,1336.01,668.44
5054,689.19,941.63,847.93,1330.34,669.31
5055,705.47,947.58,861.14,1325.59,674.7
5056,728.77,984.23,888.45,1343.97,694.03
5057,751.35,1020.5,927.44,1399.37,732.81
5058,773.5,1046.24,972.17,1482.05,754.71
5059,773.95,1036.63,949.97,1464.32,765.53
5060,733.76,983.4,910.36,1433.53,736.82
5061,684.64,915.89,873.65,1313.16,690.17
5062,632.23,854.38,809.87,1229.26,629.77
5063,565.63,770.69,743.71,1130.12,584.67
5064,537.56,738.46,688.4,1083.58,529.87
5065,512.56,714.64,652.85,1029.73,494.33
5066,501.85,693.54,634.9,1005.78,471.42
5067,488.73,689.94,624.99,983.66,465.23
5068,490.18,690.2,630.88,995.05,469.37
5069,511.96,724.53,662.61,1048.92,493.81
5070,564.61,793.21,725.03,1139.05,556.05
5071,616.12,857.46,778.87,1233.4,612.08
5072,642.42,905.04,804.32,1272.95,638.1
5073,668.74,928.06,819.93,1286.93,662.18
5074,684.43,948.62,822.82,1284.4,674.78
5075,683.87,940.16,834.98,1299.56,672.72
5076,677.54,939.8,846.9,1306.34,670.0
5077,683.57,926.9,837.75,1314.44,667.16
5078,679.61,910.81,829.17,1335.28,670.95
5079,695.79,934.02,824.13,1338.63,668.36
5080,727.0,963.42,863.58,1377.22,677.25
5081,753.88,1014.38,900.15,1444.27,717.62
5082,776.22,1071.04,920.61,1474.61,749.38
5083,768.28,1055.25,911.19,1463.19,753.93
5084,725.85,1029.04,873.56,1388.4,717.75
5085,670.73,942.43,821.98,1282.12,666.59
5086,614.98,884.4,744.87,1197.63,619.33
5087,568.27,817.51,685.07,1093.33,581.62
5088,532.32,759.14,646.7,1031.93,542.9
5089,504.59,711.3,612.96,989.24,515.86
5090,488.52,715.1,599.76,963.9,499.85
5091,474.05,700.35,589.24,942.54,494.35
5092,489.04,719.6,611.91,948.79,493.7
5093,500.24,760.41,650.42,1013.1,526.64
5094,546.33,836.85,722.6,1090.16,590.28
5095,600.76,910.44,786.49,1188.09,644.16
5096,615.67,933.85,830.98,1247.95,654.89
5097,633.66,939.34,847.51,1256.57,669.95
5098,650.38,939.81,841.97,1293.47,668.49
5099,650.1,960.46,835.82,1306.03,674.43
5100,652.27,938.78,832.62,1308.64,675.32
5101,637.74,918.97,824.76,1327.37,653.7
5102,642.52,925.62,825.92,1346.09,651.68
5103,650.05,934.88,841.66,1372.59,665.61
5104,671.09,957.59,865.54,1417.42,687.17
5105,714.5,991.83,903.34,1505.89,726.15
5106,744.0,1007.21,938.98,1569.74,736.18
5107,748.97,991.92,916.94,1532.51,725.62
5108,720.81,937.98,883.46,1494.44,704.84
5109,664.53,876.0,830.23,1432.03,656.66
5110,614.32,801.25,767.44,1316.16,607.9
5111,565.31,722.41,707.61,1205.26,562.43
5112,523.49,696.3,649.61,1129.89,540.95
5113,505.73,647.07,603.91,1048.37,507.33
5114,492.66,640.38,575.63,1018.75,486.66
5115,487.79,631.12,579.87,997.48,489.16
5116,488.56,637.39,581.88,997.06,491.25
5117,514.41,663.1,613.64,1048.13,507.96
5118,567.52,723.84,691.59,1130.88,566.07
5119,616.28,789.22,737.83,1240.94,629.63
5120,642.25,803.63,758.82,1328.36,659.55
5121,638.33,836.51,775.45,1352.27,667.87
5122,655.73,851.07,790.46,1392.5,686.6
5123,653.24,863.28,812.23,1374.24,673.45
5124,636.39,866.74,802.92,1359.7,662.57
5125,623.97,874.74,802.69,1355.96,649.92
5126,618.97,877.52,791.99,1363.53,659.18
5127,631.06,897.66,798.98,1391.43,671.62
5128,643.37,918.19,819.44,1423.62,687.74
5129,677.75,985.3,854.52,1470.03,722.07
5130,695.26,1013.59,898.46,1523.15,746.72
5131,710.6,993.31,898.41,1495.99,728.5
5132,685.21,944.37,843.53,1416.89,686.02
5133,657.53,897.17,796.5,1334.31,646.79
5134,599.0,845.74,746.15,1230.48,589.4
5135,553.14,778.77,679.74,1132.49,536.73
5136,515.65,753.36,640.09,1057.54,501.17
5137,494.18,707.3,617.78,999.78,472.93
5138,485.49,682.92,597.29,976.48,471.57
5139,469.9,670.25,600.55,980.66,463.63
5140,469.94,690.65,602.63,978.21,471.47
5141,488.27,718.63,633.18,1044.89,495.98
5142,528.15,790.78,692.12,1152.19,543.33
5143,572.52,850.54,757.07,1272.62,585.65
5144,591.03,889.08,790.28,1335.18,608.49
5145,593.91,898.03,792.86,1354.31,621.99
5146,603.22,942.34,802.39,1374.02,632.3
5147,615.96,960.04,812.79,1404.18,634.94
5148,607.8,953.17,808.5,1400.55,642.36
5149,600.21,952.99,793.45,1392.33,619.28
5150,602.96,951.3,797.63,1385.58,612.69
5151,609.56,952.4,807.88,1390.23,617.08
5152,624.06,985.37,814.71,1398.49,651.76
5153,663.0,1012.2,860.27,1466.54,673.88
5154,696.63,1067.54,913.32,1519.67,719.51
5155,698.53,1073.34,907.82,1506.96,712.5
5156,667.92,1011.53,872.9,1433.12,689.42
5157,642.36,944.82,802.9,1341.31,651.86
5158,605.55,850.91,748.77,1235.78,587.85
5159,551.78,784.98,689.19,1144.42,545.49
5160,483.25,690.37,606.51,1010.94,482.65
5161,466.27,658.5,573.87,953.59,452.33
5162,449.74,637.31,566.02,929.53,439.01
5163,445.88,628.57,563.72,915.79,429.83
5164,451.92,631.71,576.55,933.81,441.58
5165,471.56,663.44,600.5,983.66,460.44
5166,517.31,724.15,670.78,1079.15,505.17
5167,553.8,784.41,737.12,1171.67,558.54
5168,573.71,811.18,785.12,1208.82,572.54
5169,571.64,802.05,788.86,1250.58,568.86
5170,595.38,804.15,796.0,1258.22,569.05
5171,612.85,824.37,801.31,1269.1,588.18
5172,621.93,842.26,806.43,1257.59,583.16
5173,617.74,829.6,802.5,1245.3,588.08
5174,624.51,831.91,797.11,1249.19,595.61
5175,639.07,855.42,803.58,1267.16,599.67
5176,663.88,863.21,808.12,1303.76,629.82
5177,700.46,909.82,857.65,1392.19,651.91
5178,715.94,923.51,887.53,1427.19,673.95
5179,711.68,922.72,876.67,1400.62,678.39
5180,674.99,882.12,835.98,1320.9,647.69
5181,622.21,826.68,780.28,1225.32,615.78
5182,565.54,761.85,722.29,1147.25,556.99
5183,520.3,716.63,657.91,1052.75,506.47
5184,496.45,653.19,619.15,990.38,474.79
5185,464.08,611.46,578.87,915.21,457.29
5186,461.37,599.59,567.17,882.57,449.87
5187,462.44,595.46,565.72,858.14,448.6
5188,465.55,599.27,572.87,848.72,456.32
5189,486.52,635.66,597.88,897.6,480.92
5190,533.91,701.09,658.01,967.47,520.83
5191,588.29,767.86,729.39,1072.46,566.9
5192,608.94,813.63,756.22,1137.65,599.25
5193,612.15,821.95,766.54,1154.39,598.4
5194,620.11,833.96,774.88,1169.08,593.17
5195,610.29,853.47,791.55,1183.85,597.27
5196,611.47,848.48,795.88,1174.72,588.39
5197,614.1,854.71,787.0,1175.98,597.11
5198,615.98,846.0,777.44,1152.28,594.1
5199,627.24,837.19,793.64,1168.74,608.65
5200,648.33,850.96,820.37,1222.12,626.74
5201,683.46,894.09,839.22,1266.95,663.19
5202,707.84,940.54,887.44,1313.18,701.62
5203,693.79,929.4,891.39,1281.23,688.99
5204,661.1,889.93,859.4,1218.93,663.11
5205,617.89,834.37,809.86,1134.01,626.42
5206,577.85,776.96,740.2,1056.84,573.55
5207,538.36,703.41,685.21,983.44,522.67
5208,547.26,712.49,702.78,1000.06,523.73
5209,514.79,670.86,678.33,958.6,498.01
5210,496.38,658.97,656.46,931.1,484.94
5211,488.06,658.49,642.25,913.68,477.37
5212,501.96,648.82,664.93,927.01,482.54
5213,529.35,686.65,699.31,980.8,514.72
5214,580.69,755.14,751.79,1088.85,564.13
5215,626.65,833.45,811.04,1183.98,615.24
5216,658.53,861.44,845.36,1214.13,644.81
5217,672.69,880.82,871.01,1250.42,649.34
5218,677.57,877.22,866.4,1258.63,657.59
5219,683.72,897.27,871.06,1258.75,659.41
5220,695.84,925.65,862.93,1259.05,659.42
5221,686.08,920.09,852.76,1243.55,639.42
5222,697.65,938.12,842.95,1247.41,643.7
5223,712.0,964.62,859.61,1245.99,652.65
5224,730.25,987.85,875.49,1282.25,677.16
5225,769.18,1033.81,913.95,1349.23,706.38
5226,792.49,1071.52,952.55,1405.62,721.88
5227,775.58,1074.35,938.8,1388.1,716.63
5228,737.39,1017.5,899.05,1345.8,683.1
5229,681.48,959.96,837.86,1257.04,643.3
5230,630.93,874.88,787.79,1150.75,599.09
5231,576.58,806.65,714.59,1050.73,547.39
5232,546.15,758.45,676.78,993.33,529.27
5233,523.18,705.61,640.46,960.71,497.4
5234,490.33,683.99,620.34,912.89,489.27
5235,485.25,679.05,602.16,889.26,486.81
5236,480.82,686.52,610.9,883.73,492.77
5237,507.21,724.71,641.63,921.0,506.94
5238,552.06,818.94,708.52,1017.4,550.52
5239,603.35,878.1,773.27,1121.88,607.7
5240,639.17,905.87,798.03,1160.04,624.61
5241,638.45,914.96,809.3,1185.75,635.49
5242,646.63,924.19,803.84,1202.21,628.32
5243,652.63,927.76,818.22,1215.76,638.7
5244,638.0,925.63,828.02,1217.3,626.19
5245,638.02,907.74,818.22,1224.32,624.56
5246,639.06,899.99,813.37,1229.32,622.53
5247,641.95,932.26,844.09,1276.67,623.09
5248,655.51,989.39,865.51,1308.64,642.46
5249,714.74,1032.21,917.16,1388.42,659.53
5250,736.56,1069.01,941.0,1443.54,678.18
5251,714.42,1037.16,930.49,1438.66,674.45
5252,676.28,987.07,879.47,1409.05,632.95
5253,631.38,933.03,823.85,1305.15,601.87
5254,580.57,864.73,756.79,1191.44,554.33
5255,532.17,789.46,695.14,1068.16,507.42
5256,496.31,759.97,658.94,991.74,476.72
5257,476.47,747.64,619.51,934.64,453.49
5258,462.36,724.69,619.01,920.87,438.48
