hour,bus001,bus002,bus003,bus004,bus006,bus007,bus011,bus012,bus013,bus014,bus015,bus016,bus017,bus018,bus019,bus020,bus021,bus022,bus023,bus027,bus028,bus029,bus031,bus032,bus033,bus034,bus035,bus036,bus039,bus040,bus041,bus042,bus043,bus044,bus045,bus046,bus047,bus048,bus049,bus050,bus051,bus052,bus053,bus054,bus055,bus056,bus057,bus058,bus059,bus060,bus062,bus066,bus067,bus070,bus074,bus075,bus076,bus077,bus078,bus079,bus080,bus082,bus083,bus084,bus085,bus086,bus088,bus090,bus092,bus093,bus094,bus095,bus096,bus097,bus098,bus100,bus101,bus102,bus103,bus104,bus105,bus106,bus107,bus108,bus109,bus110,bus112,bus114,bus115,bus117,bus118
3613,314.1335,123.1817,240.2129,184.8015,320.2839,117.0313,431.1648,289.474,209.403,86.2214,554.3465,153.9916,66.1214,369.545,277.1732,110.8809,86.2214,61.6198,43.1107,381.9038,104.7305,147.8412,264.8725,363.3946,88.3497,226.5906,126.7359,119.0659,97.684,71.5872,133.8632,133.8632,26.8474,23.8643,79.0506,41.7626,50.7117,29.8304,129.7623,25.3558,25.3558,26.8474,34.305,168.5418,93.9658,125.2877,17.8982,17.8982,413.1511,116.3386,114.8471,58.1693,41.7626,157.8736,162.6577,112.4252,101.4234,90.9827,105.8979,58.1693,193.8976,199.374,73.8422,40.6132,88.6107,77.5343,177.2214,287.9847,242.7491,44.8152,112.0381,156.8533,141.9149,22.6303,51.2953,138.1803,82.1612,18.673,85.8958,141.9149,115.7727,160.5879,103.1779,7.4692,29.8768,145.6495,93.3651,20.542,56.4966,51.3671,49.7866
3614,313.3645,122.8801,239.6249,184.3491,319.4998,116.7448,430.1093,288.7653,208.8904,86.0103,552.9894,153.6146,65.9595,368.6403,276.4947,110.6094,86.0103,61.469,43.0051,380.9688,104.4741,147.4793,264.224,362.505,88.1334,226.0359,126.4257,118.7744,97.4448,71.412,133.5355,133.5355,26.7544,23.7817,78.7768,41.6179,50.5361,29.7271,129.3129,25.268,25.268,26.7544,34.1862,167.9582,93.6404,124.8538,17.8363,17.8363,411.7204,115.9357,114.4494,57.9679,41.6179,157.3269,162.0944,112.0358,101.0722,90.6677,105.5312,57.9679,193.2262,198.6836,73.5865,40.4726,88.3038,77.2659,176.6077,286.9875,237.0516,43.7634,109.4084,153.1718,138.584,22.0991,50.0913,134.937,80.2328,18.2347,83.8798,138.584,113.0554,156.8187,100.7562,7.2939,29.1756,142.2309,91.1737,20.0599,55.1705,50.1615,48.6181
3615,308.3708,120.9219,235.8062,181.4113,314.4083,114.8844,423.2551,284.1636,205.5615,84.6396,544.177,151.1666,64.9084,362.7657,272.0885,108.8468,84.6396,60.4894,42.3198,374.8977,102.8092,145.129,260.0134,356.7281,86.729,222.4338,124.4109,116.8816,95.892,70.274,131.4075,131.4075,25.9421,23.0596,76.3851,40.3544,49.0017,28.8246,125.3868,24.5009,24.5009,25.9421,33.1482,162.8587,90.7973,121.0631,17.2947,17.2947,399.22,112.4157,110.9745,56.2079,40.3544,152.5503,157.173,108.6343,98.0035,87.9149,102.3272,56.2079,187.3596,192.6513,71.3523,39.2438,85.6228,74.92,171.2456,278.2741,235.6487,43.5044,108.7609,152.2653,137.7638,21.9683,49.7949,134.1385,79.758,18.1268,83.3834,137.7638,112.3863,155.8907,100.16,7.2507,29.0029,141.3892,90.6341,19.9412,54.844,49.8646,48.3304
3616,301.846,118.3633,230.8168,177.5728,307.7557,112.4535,414.2994,278.151,201.212,82.8487,532.6628,147.9681,63.535,355.0899,266.3314,106.5437,82.8487,59.2095,41.4244,366.9653,100.6339,142.0583,254.5118,349.1801,84.8939,217.7274,121.7785,114.4085,93.863,68.787,128.627,128.627,24.875,22.1111,73.2429,38.6944,46.986,27.6388,120.229,23.493,23.493,24.875,31.7847,156.1594,87.0623,116.0831,16.5833,16.5833,382.7979,107.7915,106.4095,53.8957,38.6944,146.275,150.7076,104.1656,93.9721,84.2985,98.1179,53.8957,179.6525,184.7265,68.4172,37.6295,82.1007,71.8381,164.2014,266.8272,237.8948,43.919,109.7976,153.7166,139.0769,22.1777,50.2695,135.417,80.5182,18.2996,84.1782,139.0769,113.4575,157.3766,101.1146,7.3198,29.2794,142.7369,91.498,20.1312,55.3668,50.3399,48.791
3617,298.6315,117.1028,228.3587,175.6818,304.4783,111.2559,409.8874,275.1888,199.0692,81.9664,526.9902,146.3923,62.8584,351.3084,263.4951,105.4091,81.9664,58.579,40.9832,363.0573,99.5622,140.5454,251.8013,345.4615,83.9898,215.4087,120.4817,113.1902,92.8634,68.0545,127.2572,127.2572,25.4912,22.6588,75.0574,39.6529,48.15,28.3235,123.2074,24.075,24.075,25.4912,32.5721,160.028,89.2191,118.9589,16.9941,16.9941,392.281,110.4618,109.0456,55.2309,39.6529,149.8987,154.4411,106.7461,96.3,86.3868,100.5486,55.2309,184.103,189.3027,70.1121,38.5617,84.1346,73.6177,168.2691,273.4373,253.4583,46.7923,116.9807,163.7731,148.1756,23.6286,53.5582,144.2763,85.7859,19.4968,89.6852,148.1756,120.8801,167.6724,107.7297,7.7987,31.1949,152.075,97.484,21.4482,58.989,53.6332,51.983
3618,296.4562,116.2498,226.6954,174.4021,302.2605,110.4456,406.9018,273.1844,197.6192,81.3694,523.1516,145.326,62.4005,348.7495,261.5758,104.6413,81.3694,58.1523,40.6847,360.4128,98.837,139.5217,249.9672,342.9452,83.378,213.8397,119.6041,112.3657,92.187,67.5588,126.3303,126.3303,24.2727,21.5757,71.4695,37.7575,45.8484,26.9696,117.3179,22.9242,22.9242,24.2727,31.0151,152.3784,84.9543,113.2725,16.1818,16.1818,373.5294,105.1816,103.8331,52.5908,37.7575,142.7334,147.0586,101.6435,91.6968,82.2574,95.7422,52.5908,175.3026,180.2538,66.7607,36.7184,80.1128,70.0987,160.2256,260.3666,286.9713,52.9793,132.4483,185.4276,167.7678,26.7529,60.6399,163.3529,97.1287,22.0747,101.5437,167.7678,136.8632,189.8425,121.9741,8.8299,35.3195,172.1828,110.3736,24.2842,66.7887,60.7248,58.8564
3619,292.6899,114.7729,223.8153,172.1864,298.4204,109.0424,401.7323,269.7137,195.1086,80.3356,516.5052,143.4797,61.6077,344.3188,258.2526,103.3119,80.3356,57.4135,40.1678,355.8339,97.5813,137.7491,246.7915,338.5882,82.3187,211.1229,118.0846,110.9381,91.0158,66.7005,124.7253,124.7253,20.1176,17.8823,59.2352,31.2941,37.9999,22.3529,97.2351,19.0,19.0,20.1176,25.7058,126.2939,70.4116,93.8822,13.4117,13.4117,309.5876,87.1763,86.0586,43.5881,31.2941,118.2999,121.8847,84.2438,75.9998,68.1763,79.3528,43.5881,145.2938,149.3975,55.3324,30.4328,66.3989,58.099,132.7977,215.7963,273.7501,50.5385,126.3462,176.8847,160.0385,25.5203,57.8461,155.827,92.6539,21.0577,96.8654,160.0385,130.5577,181.0962,116.3545,8.4231,33.6923,164.25,105.2885,23.1654,63.7116,57.9271,56.1448
3620,274.1293,107.4947,209.6224,161.2674,279.4965,102.1276,376.2569,252.6101,182.736,75.2413,483.7517,134.3811,57.701,322.4842,241.8758,96.7605,75.2413,53.7727,37.6206,333.2692,91.3933,129.0139,231.1415,317.1171,77.0986,197.7348,110.5964,103.9031,85.2441,62.4708,116.816,116.816,16.9597,15.0753,49.9368,26.3817,32.0349,18.8441,81.9718,16.0175,16.0175,16.9597,21.6707,106.4691,59.3589,79.1451,11.3064,11.3064,260.9905,73.4919,72.5497,36.746,26.3817,99.7299,102.752,71.0198,64.0699,57.4745,66.8965,36.746,122.4865,125.946,46.6467,25.6557,55.976,48.979,111.952,181.922,250.0905,46.1705,115.4264,161.5969,146.2067,23.3147,52.8466,142.3592,84.646,19.2377,88.4936,146.2067,119.2739,165.4445,106.2983,7.6951,30.7804,150.0543,96.1886,21.1633,58.2052,52.9206,51.2923
3621,254.4432,99.7752,194.5686,149.6863,259.4249,94.7935,349.2366,234.4693,169.6131,69.8379,449.0118,124.7307,53.5573,299.3255,224.5059,89.8118,69.8379,49.9111,34.919,309.336,84.83,119.749,214.5425,294.3438,71.5619,183.5348,102.6541,96.4415,79.1225,57.9845,108.4271,108.4271,15.3218,13.6194,45.1142,23.8339,28.9412,17.0242,74.0555,14.4706,14.4706,15.3218,19.5779,96.187,53.6264,71.5018,10.2145,10.2145,235.7858,66.3946,65.5433,33.1973,23.8339,90.0986,92.8289,64.1612,57.8824,51.9239,60.4361,33.1973,110.6576,113.783,42.1418,23.178,50.5702,44.2489,101.1404,164.3532,224.3967,41.4271,103.5677,144.9948,131.1857,20.9194,47.4172,127.7335,75.9497,17.2613,79.4019,131.1857,107.02,148.447,95.3774,6.9045,27.618,134.638,86.3064,18.989,52.2253,47.4836,46.0226
3622,237.0592,92.9584,181.2754,139.4595,241.7005,88.317,325.3762,218.45,158.0249,65.0665,418.3346,116.2089,49.8981,278.8751,209.1673,83.6757,65.0665,46.5011,32.5332,288.2016,79.0343,111.5676,199.8846,274.2338,66.6726,170.9954,95.6406,89.8524,73.7167,54.0229,101.0192,101.0192,14.7291,13.0925,43.369,22.9119,27.8216,16.3657,71.1907,13.9108,13.9108,14.7291,18.8205,92.4661,51.5519,68.7358,9.8194,9.8194,226.6646,63.8261,63.0078,31.9131,22.9119,86.6132,89.2379,61.6791,55.6433,49.9153,58.0981,31.9131,106.3769,109.3814,40.5116,22.2814,48.6139,42.5372,97.2279,157.9953,206.0185,38.0342,95.0855,133.1196,120.4416,19.2061,43.5337,117.2721,69.7293,15.8476,72.8989,120.4416,98.255,136.2892,87.566,6.339,25.3561,123.6111,79.2379,17.4338,47.948,43.5947,42.2533
3623,228.5962,89.6398,174.8039,134.4808,233.0719,85.1641,313.7604,210.6514,152.3834,62.7436,403.4002,112.0603,48.1168,268.9194,201.7001,80.6885,62.7436,44.841,31.3718,277.9129,76.2128,107.5846,192.7488,264.4437,64.2925,164.8909,92.2262,86.6447,71.085,52.0943,97.4128,97.4128,14.4045,12.804,42.4131,22.4069,27.2084,16.005,69.6216,13.6042,13.6042,14.4045,18.4057,90.428,50.4156,67.2208,9.603,9.603,221.6686,62.4193,61.6191,31.2097,22.4069,84.7042,87.271,60.3197,54.4169,48.8151,56.8176,31.2097,104.0322,106.9705,39.6187,21.7903,47.5424,41.5996,95.0849,154.5129,195.4864,36.0898,90.2245,126.3143,114.2844,18.2242,41.3082,111.2769,66.1646,15.0374,69.1721,114.2844,93.232,129.3218,83.0894,6.015,24.0599,117.2919,75.1871,16.5425,45.4968,41.3661,40.0933
3624,217.4448,85.2669,166.2766,127.9205,221.7021,81.0096,298.4544,200.3753,144.9498,59.6829,383.7214,106.5937,45.7695,255.8009,191.8607,76.7523,59.6829,42.6536,29.8414,264.3557,72.495,102.3364,183.346,251.5435,61.1561,156.8472,87.7272,82.418,67.6173,49.553,92.6608,92.6608,13.3611,11.8765,39.341,20.7839,25.2377,14.8457,64.5787,12.6188,12.6188,13.3611,17.0725,83.8781,46.7639,62.3518,8.9074,8.9074,205.6126,57.8981,57.1559,28.9491,20.7839,78.5689,80.9497,55.9506,50.4753,45.2793,52.7022,28.9491,96.4969,99.2223,36.749,20.212,44.0988,38.5865,88.1976,143.3212,172.5153,31.849,79.6225,111.4714,100.8551,16.0827,36.4542,98.201,58.3898,13.2704,61.0439,100.8551,82.2765,114.1255,73.3258,5.3082,21.2327,103.5092,66.3521,14.5987,40.1506,36.5052,35.382
3625,213.0127,83.529,162.8875,125.3132,217.1833,79.3585,292.3712,196.2912,141.9954,58.4664,375.9002,104.4211,44.8367,250.587,187.9501,75.1879,58.4664,41.7842,29.2332,258.9675,71.0174,100.2505,179.609,246.4165,59.9096,153.6502,85.9391,80.7381,66.2391,48.543,90.7721,90.7721,13.4888,11.99,39.7169,20.9825,25.4788,14.9875,65.1956,12.7394,12.7394,13.4888,17.2356,84.6794,47.2106,62.9475,8.9925,8.9925,207.5769,58.4513,57.7019,29.2256,20.9825,79.3195,81.7231,56.4851,50.9575,45.7119,53.2056,29.2256,97.4188,100.1703,37.1001,20.405,44.5201,38.9551,89.0402,144.6904,174.7678,32.2648,80.6621,112.9269,102.1719,16.2927,36.9302,99.4832,59.1522,13.4437,61.8409,102.1719,83.3508,115.6156,74.2832,5.3775,21.5099,104.8607,67.2184,14.7893,40.6748,36.9819,35.844
3626,208.067,81.5896,159.1056,122.4037,212.1408,77.5159,285.583,191.7337,138.6985,57.1089,367.1726,101.9967,43.7956,244.7689,183.5863,73.4422,57.1089,40.814,28.5545,252.9548,69.3685,97.9229,175.4389,240.6952,58.5186,150.0828,83.9438,78.8636,64.7012,47.416,88.6646,88.6646,13.2207,11.7517,38.9275,20.5655,24.9724,14.6896,63.8999,12.4862,12.4862,13.2207,16.8931,82.9964,46.2723,61.6964,8.8138,8.8138,203.4514,57.2896,56.5551,28.6448,20.5655,77.743,80.0988,55.3624,49.9447,44.8034,52.1482,28.6448,95.4826,98.1794,36.3627,19.9995,43.6353,38.1809,87.2706,141.8147,171.0126,31.5716,78.9289,110.5005,99.9766,15.9426,36.1367,97.3456,57.8812,13.1548,60.5122,99.9766,81.5599,113.1314,72.6871,5.2619,21.0477,102.6076,65.7741,14.4715,39.8009,36.1872,35.0738
3627,211.6768,83.0052,161.8659,124.5273,215.8212,78.8608,290.5376,195.0602,141.1049,58.0997,373.5428,103.7662,44.5555,249.0155,186.7714,74.7164,58.0997,41.5221,29.0499,257.3434,70.572,99.6218,178.4826,244.8711,59.5339,152.6866,85.4002,80.2318,65.8237,48.2386,90.2029,90.2029,13.5446,12.0396,39.8813,21.0694,25.5842,15.0496,65.4656,12.7921,12.7921,13.5446,17.307,85.03,47.4061,63.2081,9.0297,9.0297,208.4364,58.6933,57.9408,29.3466,21.0694,79.6479,82.0615,56.7189,51.1685,45.9012,53.4259,29.3466,97.8221,100.585,37.2537,20.4895,44.7044,39.1164,89.4089,145.2894,172.316,31.8122,79.5305,111.3427,100.7386,16.0642,36.4121,98.0876,58.3223,13.2551,60.9734,100.7386,82.1815,113.9937,73.2411,5.302,21.2081,103.3896,66.2754,14.5818,40.1042,36.4631,35.3411
3628,217.2883,85.2056,166.1569,127.8285,221.5426,80.9513,298.2396,200.2312,144.8455,59.6399,383.4453,106.517,45.7366,255.6168,191.7226,76.6971,59.6399,42.6229,29.82,264.1654,72.4428,102.2628,183.2141,251.3625,61.1121,156.7343,87.6641,82.3587,67.5687,49.5174,92.5941,92.5941,14.7625,13.1222,43.4673,22.9639,27.8847,16.4028,71.352,13.9423,13.9423,14.7625,18.8632,92.6756,51.6687,68.8916,9.8417,9.8417,227.1782,63.9708,63.1506,31.9854,22.9639,86.8095,89.4401,61.8189,55.7694,50.0284,58.2298,31.9854,106.6179,109.6292,40.6034,22.3319,48.7241,42.6336,97.4482,158.3533,183.2864,33.8375,84.5937,118.4312,107.152,17.0869,38.7302,104.3322,62.0354,14.099,64.8552,107.152,87.4135,121.251,77.9039,5.6396,22.5583,109.9718,70.4948,15.5101,42.6574,38.7845,37.5911
3629,231.8233,90.9052,177.2716,136.3793,236.3622,86.3664,318.1897,213.6252,154.5346,63.6294,409.095,113.6423,48.7961,272.7157,204.5475,81.8276,63.6294,45.474,31.8147,281.8362,77.2887,109.1034,195.4698,268.1769,65.2001,167.2187,93.5282,87.8679,72.0885,52.8297,98.788,98.788,16.6892,14.8349,49.1406,25.961,31.5241,18.5436,80.6647,15.7621,15.7621,16.6892,21.3251,104.7714,58.4124,77.8831,11.1262,11.1262,256.8289,72.3201,71.3929,36.16,25.961,98.1397,101.1136,69.8873,63.0483,56.558,65.8298,36.16,120.5334,123.9377,45.9029,25.2466,55.0834,48.198,110.1669,179.0212,202.8481,37.4489,93.6222,131.0711,118.5881,18.9105,42.8638,115.4674,68.6563,15.6037,71.777,118.5881,96.7429,134.1918,86.2184,6.2415,24.9659,121.7089,78.0185,17.1655,47.2101,42.9238,41.6031
3630,258.6857,101.4388,197.8129,152.1821,263.7505,96.3741,355.0598,238.3788,172.4412,71.0024,456.4986,126.8105,54.4503,304.3165,228.2493,91.3093,71.0024,50.7433,35.5012,314.4938,86.2445,121.7457,218.1197,299.2517,72.7551,186.595,104.3657,98.0495,80.4417,58.9513,110.235,110.235,17.9216,15.9303,52.7692,27.8781,33.8519,19.9129,86.6212,16.926,16.926,17.9216,22.8998,112.5079,62.7257,83.6342,11.9477,11.9477,275.7938,77.6603,76.6647,38.8302,27.8781,105.3865,108.5801,75.048,67.7039,60.7344,70.6908,38.8302,129.4339,133.0896,49.2924,27.1108,59.1509,51.7571,118.3019,192.2405,221.4376,40.8808,102.202,143.0828,129.4559,20.6435,46.792,126.0491,74.9481,17.0337,78.3549,129.4559,105.6087,146.4895,94.1197,6.8135,27.2539,132.8626,85.1683,18.7386,51.5366,46.8575,45.4157
3631,278.3135,109.1355,212.8219,163.7289,283.7625,103.6864,381.9999,256.4658,185.5252,76.3897,491.1354,136.4322,58.5817,327.4065,245.5677,98.2374,76.3897,54.5935,38.1949,338.356,92.7883,130.9831,234.6696,321.9574,78.2754,200.7529,112.2845,105.489,86.5453,63.4243,118.5991,118.5991,18.3661,16.3255,54.0781,28.5696,34.6916,20.4068,88.7697,17.3458,17.3458,18.3661,23.4679,115.2986,64.2815,85.7087,12.2441,12.2441,282.6346,79.5866,78.5663,39.7933,28.5696,108.0005,111.2733,76.9095,69.3832,62.2408,72.4442,39.7933,132.6444,136.3908,50.5151,27.7833,60.6181,53.0409,121.2362,197.0089,232.8398,42.9858,107.4645,150.4504,136.1217,21.7065,49.2014,132.5396,78.8073,17.9108,82.3895,136.1217,111.0467,154.0325,98.9661,7.1643,28.6572,139.7039,89.5538,19.7035,54.1903,49.2702,47.7543
3632,296.4043,116.2295,226.6557,174.3716,302.2076,110.4262,406.8305,273.1365,197.5846,81.3552,523.06,145.3005,62.3896,348.6884,261.53,104.6229,81.3552,58.1421,40.6776,360.3497,98.8197,139.4973,249.9235,342.8851,83.3634,213.8022,119.5831,112.346,92.1708,67.547,126.3082,126.3082,18.8084,16.7185,55.3801,29.2574,35.5269,20.8982,90.907,17.7634,17.7634,18.8084,24.0329,118.0747,65.8292,87.7723,12.5389,12.5389,289.4396,81.5029,80.4579,40.7514,29.2574,110.6009,113.9524,78.7612,71.0538,63.7394,74.1885,40.7514,135.8381,139.6747,51.7314,28.4522,62.0776,54.3179,124.1553,201.7523,245.2022,45.2681,113.1702,158.4383,143.349,22.859,51.8137,139.5766,82.9915,18.8617,86.7639,143.349,116.9426,162.2107,104.2206,7.5447,30.1787,147.1213,94.3085,20.7496,57.0675,51.8862,50.2897
3633,312.0946,122.3821,238.6538,183.602,318.205,116.2717,428.3662,287.5951,208.0438,85.6617,550.7484,152.9921,65.6922,367.1464,275.3742,110.1612,85.6617,61.2199,42.8309,379.4249,104.0507,146.8816,263.1533,361.0359,87.7763,225.1199,125.9133,118.2931,97.0499,71.1226,132.9944,132.9944,19.2159,17.0808,56.58,29.8913,36.2966,21.351,92.8767,18.1483,18.1483,19.2159,24.5536,120.6329,67.2555,89.674,12.8106,12.8106,295.7107,83.2687,82.2012,41.6344,29.8913,112.9972,116.4214,80.4677,72.5933,65.1204,75.7959,41.6344,138.7812,142.7009,52.8522,29.0687,63.4226,55.4948,126.8453,206.1235,251.9776,46.5189,116.2973,162.8163,147.31,23.4906,53.2454,143.4334,85.2847,19.3829,89.1613,147.31,120.1739,166.6929,107.1004,7.7532,31.0126,151.1865,96.9145,21.3229,58.6444,53.3199,51.6793
3634,322.2863,126.3786,246.4472,189.5977,328.5963,120.0686,442.3549,296.9868,214.8377,88.4591,568.7335,157.9882,67.8374,379.1359,284.3668,113.7586,88.4591,63.2191,44.2295,391.8154,107.4486,151.6781,271.7468,372.8258,90.6427,232.4714,130.0251,122.156,100.2192,73.4452,137.3374,137.3374,19.4606,17.2983,57.3006,30.272,36.7589,21.6229,94.0594,18.3794,18.3794,19.4606,24.8663,122.1692,68.112,90.816,12.9737,12.9737,299.4766,84.3292,83.248,42.1646,30.272,114.4362,117.904,81.4925,73.5177,65.9497,76.7612,42.1646,140.5486,144.5182,53.5253,29.4389,64.2303,56.2015,128.4606,208.7485,256.3821,47.3321,118.3302,165.6623,149.8849,23.9012,54.1761,145.9406,86.7755,19.7217,90.7198,149.8849,122.2745,169.6066,108.9725,7.8887,31.5547,153.8293,98.6085,21.6957,59.6695,54.2519,52.5827
3635,329.4096,129.1719,251.8943,193.7882,335.859,122.7224,452.1319,303.5508,219.5861,90.4142,581.3038,161.48,69.3368,387.5156,290.6519,116.2729,90.4142,64.6164,45.2071,400.4754,109.8235,155.0306,277.753,381.0661,92.6461,237.6095,132.899,124.856,102.4343,75.0685,140.3729,140.3729,19.6702,17.4846,57.9177,30.598,37.1547,21.8557,95.0724,18.5774,18.5774,19.6702,25.1341,123.4849,68.8455,91.7941,13.1134,13.1134,302.7019,85.2373,84.1446,42.6187,30.598,115.6687,119.1738,82.3701,74.3095,66.66,77.5878,42.6187,142.0622,146.0746,54.1017,29.7559,64.9221,56.8068,129.8441,210.9967,257.7757,47.5894,118.9734,166.5628,150.6996,24.0311,54.4706,146.7339,87.2472,19.8289,91.2129,150.6996,122.9392,170.5286,109.5648,7.9316,31.7262,154.6654,99.1445,21.8136,59.9938,54.5468,52.8685
3636,333.1795,130.6502,254.7771,196.0061,339.7028,124.1269,457.3064,307.0249,222.0992,91.449,587.9566,163.3281,70.1303,391.9506,293.9783,117.6036,91.449,65.3559,45.7245,405.0587,111.0803,156.8048,280.9317,385.4273,93.7064,240.3289,134.4199,126.2849,103.6066,75.9276,141.9794,141.9794,19.6473,17.4643,57.8505,30.5625,37.1116,21.8304,94.9621,18.5558,18.5558,19.6473,25.1049,123.3416,68.7657,91.6876,13.0982,13.0982,302.3506,85.1384,84.0469,42.5692,30.5625,115.5345,119.0355,82.2745,74.2233,66.5826,77.4978,42.5692,141.8974,145.9051,54.0389,29.7214,64.8467,56.7409,129.6934,210.7518,257.771,47.5885,118.9712,166.5597,150.6969,24.0307,54.4696,146.7312,87.2456,19.8285,91.2113,150.6969,122.9369,170.5254,109.5628,7.9314,31.7257,154.6626,99.1427,21.8132,59.9927,54.5458,52.8675
3637,335.0585,131.387,256.2139,197.1114,341.6185,124.8269,459.8854,308.7563,223.3517,91.9647,591.2723,164.2492,70.5258,394.1609,295.6362,118.2668,91.9647,65.7244,45.9823,407.343,111.7068,157.6891,282.516,387.6009,94.2348,241.6842,135.178,126.9971,104.1909,76.3558,142.7801,142.7801,19.4148,17.2576,57.1659,30.2008,36.6725,21.572,93.8383,18.3362,18.3362,19.4148,24.8078,121.882,67.9519,90.6025,12.9432,12.9432,298.7726,84.1309,83.0523,42.0655,30.2008,114.1672,117.6269,81.3009,73.3449,65.7947,76.5807,42.0655,140.2182,144.1785,53.3994,29.3697,64.0793,56.0694,128.1587,208.2578,258.1933,47.6664,119.1661,166.8326,150.9438,24.0701,54.5588,146.9716,87.3885,19.861,91.3607,150.9438,123.1383,170.8048,109.7423,7.9444,31.7776,154.916,99.3051,21.8489,60.091,54.6352,52.9541
3638,336.1276,131.8062,257.0314,197.7404,342.7086,125.2252,461.3528,309.7415,224.0643,92.2581,593.159,164.7733,70.7509,395.4186,296.5795,118.6442,92.2581,65.9342,46.1291,408.6427,112.0632,158.1923,283.4175,388.8376,94.5355,242.4554,135.6093,127.4023,104.5233,76.5994,143.2356,143.2356,19.2284,17.092,56.6171,29.9109,36.3204,21.3649,92.9375,18.1602,18.1602,19.2284,24.5697,120.7119,67.2995,89.7327,12.819,12.819,295.9044,83.3233,82.255,41.6616,29.9109,113.0712,116.4976,80.5204,72.6408,65.1631,75.8455,41.6616,138.8721,142.7944,52.8868,29.0877,63.4642,55.5311,126.9283,206.2585,254.2202,46.933,117.3324,164.2654,148.621,23.6997,53.7193,144.71,86.0438,19.5554,89.9548,148.621,121.2435,168.1765,108.0536,7.8222,31.2886,152.5321,97.777,21.5127,59.1663,53.7945,52.1393
3639,335.2549,131.464,256.3641,197.227,341.8188,124.9001,460.155,308.9374,223.4826,92.0186,591.6191,164.3455,70.5672,394.3921,295.8095,118.3362,92.0186,65.763,46.0093,407.5818,111.7723,157.7816,282.6817,387.8282,94.2901,241.8259,135.2573,127.0715,104.252,76.4005,142.8638,142.8638,19.2167,17.0815,56.5824,29.8926,36.2981,21.3519,92.8806,18.1491,18.1491,19.2167,24.5546,120.638,67.2583,89.6778,12.8111,12.8111,295.7232,83.2722,82.2046,41.6361,29.8926,113.002,116.4263,80.4711,72.5963,65.1231,75.7991,41.6361,138.787,142.7069,52.8544,29.0699,63.4253,55.4971,126.8506,206.1322,250.0312,46.1596,115.399,161.5586,146.1721,23.3092,52.8341,142.3255,84.626,19.2332,88.4726,146.1721,119.2457,165.4053,106.2731,7.6933,30.7731,150.0187,96.1659,21.1582,58.1914,52.908,51.2801
3640,326.4957,128.0293,249.6661,192.074,332.8881,121.6369,448.1326,300.8658,217.6437,89.6145,576.1618,160.0516,68.7235,384.0878,288.0809,115.2444,89.6145,64.0448,44.8072,396.9329,108.852,153.6592,275.2961,377.6954,91.8266,235.5077,131.7234,123.7515,101.5282,74.4044,139.1312,139.1312,19.2742,17.1326,56.7518,29.9821,36.4068,21.4158,93.1586,18.2034,18.2034,19.2742,24.6281,120.9991,67.4597,89.9462,12.8495,12.8495,296.6083,83.5215,82.4507,41.7607,29.9821,113.3402,116.7748,80.712,72.8136,65.3181,76.026,41.7607,139.2025,143.1341,53.0126,29.1569,63.6151,55.6633,127.2303,206.7492,252.8155,46.6736,116.6841,163.3577,147.7998,23.5687,53.4224,143.9104,85.5683,19.4473,89.4578,147.7998,120.5735,167.2472,107.4565,7.7789,31.1158,151.6893,97.2367,21.3938,58.8394,53.4972,51.8512
3641,311.5143,122.1546,238.21,183.2606,317.6133,116.0555,427.5697,287.0603,207.657,85.5024,549.7243,152.7076,65.5701,366.4637,274.8621,109.9564,85.5024,61.1061,42.7512,378.7194,103.8573,146.6085,262.6639,360.3646,87.6131,224.7013,125.6792,118.0731,96.8695,70.9903,132.7471,132.7471,19.0535,16.9365,56.102,29.6388,35.99,21.1706,92.092,17.995,17.995,19.0535,24.3462,119.6138,66.6873,88.9164,12.7023,12.7023,293.2125,82.5652,81.5067,41.2826,29.6388,112.0426,115.4378,79.7879,71.98,64.5703,75.1555,41.2826,137.6087,141.4953,52.4057,28.8231,62.8868,55.026,125.7736,204.3821,262.0452,48.3776,120.944,169.3216,153.1957,24.4292,55.3728,149.1642,88.6922,20.1573,92.7237,153.1957,124.9754,173.353,111.3795,8.0629,32.2517,157.2271,100.7866,22.1749,60.9875,55.4503,53.7441
3642,295.974,116.0607,226.3266,174.1184,301.7688,110.2659,406.2398,272.74,197.2978,81.237,522.3006,145.0896,62.299,348.1822,261.1503,104.471,81.237,58.0577,40.6185,359.8265,98.6762,139.2947,249.5606,342.3873,83.2424,213.4918,119.4095,112.1829,92.037,67.4489,126.1248,126.1248,19.2607,17.1206,56.712,29.9611,36.3813,21.4008,93.0933,18.1906,18.1906,19.2607,24.6109,120.9143,67.4124,89.8832,12.8405,12.8405,296.4005,83.463,82.3929,41.7315,29.9611,113.2608,116.6929,80.6554,72.7626,65.2723,75.9727,41.7315,139.1049,143.0338,52.9755,29.1365,63.5706,55.6242,127.1411,206.6043,274.4103,50.6604,126.6509,177.3113,160.4245,25.5819,57.9856,156.2028,92.8773,21.1085,97.099,160.4245,130.8726,181.533,116.6352,8.4434,33.7736,164.6462,105.5424,23.2213,63.8653,58.0668,56.2802
